"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"222","LIEBMANS","894.74","","No collection Info","000121","12/19/2013","NET 30","815960","","Shipped","LI0002","12042013","Open","101242","  .00%","12.04","894.74","01/19/2014",".00","Invoice",".00","PB","42","31 to 60"," 30","","EE","12/13","","","","","","W","12/26/2013","","LI0002","","101242","G322","","12/19/13","UPSN-UNITED PAR","    30","     4","","894.74","  12.04",".00","","","","NY","","",
"223","LORD AND TAYLOR","81.00","","No collection Info","000083","10/16/2013","NET 30","497488","","Shipped","LO0001","953981110082","Open","100784","  .00%",".00","81.00","11/15/2013",".00","Invoice",".00","PB","107","91 to 120"," 30","","AF","10/13","","","","","","W","11/04/2013","","001438","","100784","G171","","10/16/13","VENDOR PORTAL","     6","     1","149503","81.00","    .00",".00","000014","","","PA","0011","0082",
"224","LORD AND TAYLOR","182.40","","No collection Info","000085","10/18/2013","NET 30","497488","","Shipped","LO0001","954225150082","Open","100889","  .00%",".00","182.40","11/17/2013",".00","Invoice",".00","PB","105","91 to 120"," 30","","AF","10/13","","","","","","W","11/04/2013","","001482","","100889","G178","","10/18/13","VENDOR PORTAL","    12","     2","151502","182.40","    .00",".00","000015","","","PA","0058","0082",
"225","LORD AND TAYLOR","364.80","","No collection Info","000162","02/10/2014","NET 30","422864","","Shipped","LO0001","954987540082","Open","101650","  .00%",".00","364.80","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/12/2014","","001429","","101650","G375","","02/10/14","GCTN-GREAT CENT","    24","     4","180174","364.80","    .00",".00","000036","","TEST","PA","0001","0082",
"226","LORD AND TAYLOR","1,296.00","LINE 000BAM VOIDED.  (STYLE 9604002LT)","No collection Info","000160","02/10/2014","NET 30","820279","","Shipped","LO0001","955043610082","Open","101651","  .00%",".00","1,296.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001429","","101651","G375","","02/10/14","GCTN-GREAT CENT","    66","    11","180174","792.00","    .00","504.00","000036","","Voided Line 000BAM Voided Line 000BAN","PA","0001","0082",
"227","LORD AND TAYLOR","1,255.50","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101652","  .00%",".00","1,255.50","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001429","","101652","G374","","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0001","0082",
"228","LORD AND TAYLOR","720.00","LINE 000BAS VOIDED.  (STYLE 9604002LT)","No collection Info","000160","02/10/2014","NET 30","820279","","Shipped","LO0001","955043610082","Open","101653","  .00%",".00","720.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001430","","101653","G375","","02/10/14","GCTN-GREAT CENT","    24","     4","180174","288.00","    .00","432.00","000036","","Voided Line 000BAS Voided Line 000BAQ Vo","PA","0002","0082",
"229","LORD AND TAYLOR","627.75","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101654","  .00%",".00","627.75","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001430","","101654","G374","","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0002","0082",
"230","LORD AND TAYLOR","273.60","","No collection Info","000160","02/10/2014","NET 30","422864","","Shipped","LO0001","954987540082","Open","101655","  .00%",".00","273.60","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001431","","101655","G375","","02/10/14","GCTN-GREAT CENT","    18","     3","180174","273.60","    .00",".00","000036","","","PA","0003","0082",
"231","LORD AND TAYLOR","1,296.00","LINE 000BAY VOIDED.  (STYLE 9604002LT)","No collection Info","000160","02/10/2014","NET 30","820279","","Shipped","LO0001","955043610082","Open","101656","  .00%",".00","1,296.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001431","","101656","G375","","02/10/14","GCTN-GREAT CENT","    42","     7","180174","504.00","    .00","792.00","000036","","Voided Line 000BAY Voided Line 000BAW Vo","PA","0003","0082",
"232","LORD AND TAYLOR","1,255.50","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101657","  .00%",".00","1,255.50","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001431","","101657","G374","","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0003","0082",
"233","LORD AND TAYLOR","627.75","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101658","  .00%",".00","627.75","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001432","","101658","G374","","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0005","0082",
"234","LORD AND TAYLOR","273.60","","No collection Info","000160","02/10/2014","NET 30","422864","","Shipped","LO0001","954987540082","Open","101659","  .00%",".00","273.60","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001434","","101659","G375","","02/10/14","GCTN-GREAT CENT","    18","     3","180174","273.60","    .00",".00","000036","","","PA","0007","0082",
"235","LORD AND TAYLOR","720.00","LINE 000BB4 VOIDED.  (STYLE 9604002LT)","No collection Info","000160","02/10/2014","NET 30","820279","","Shipped","LO0001","955043610082","Open","101660","  .00%",".00","720.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001434","","101660","G375","","02/10/14","GCTN-GREAT CENT","    24","     4","180174","288.00","    .00","432.00","000036","","Voided Line 000BB4 Voided Line 000BB2 Vo","PA","0007","0082",
"236","LORD AND TAYLOR","1,255.50","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101661","  .00%",".00","1,255.50","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001434","","101661","G374","","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0007","0082",
"237","LORD AND TAYLOR","627.75","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101662","  .00%",".00","627.75","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001435","","101662","G374","","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0008","0082",
"238","LORD AND TAYLOR","1,224.00","LINE 000BBA VOIDED.  (STYLE 9604002LT)","No collection Info","000160","02/10/2014","NET 30","820279","","Shipped","LO0001","955043610082","Open","101663","  .00%",".00","1,224.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001438","","101663","G375","","02/10/14","GCTN-GREAT CENT","    42","     7","180174","504.00","    .00","720.00","000036","","Voided Line 000BBA Voided Line 000BB8 Vo","PA","0011","0082",
"239","LORD AND TAYLOR","627.75","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101664","  .00%",".00","627.75","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001438","","101664","G374","","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0011","0082",
"240","LORD AND TAYLOR","864.00","LINE 000BBG VOIDED.  (STYLE 9604002LT)","No collection Info","000160","02/10/2014","NET 30","820279","","Shipped","LO0001","955043610082","Open","101665","  .00%",".00","864.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001440","","101665","G375","","02/10/14","GCTN-GREAT CENT","    30","     5","180174","360.00","    .00","504.00","000036","","Voided Line 000BBG Voided Line 000BBE Vo","PA","0013","0082",
"241","LORD AND TAYLOR","1,255.50","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101666","  .00%",".00","1,255.50","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001440","","101666","G374","","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0013","0082",
"242","LORD AND TAYLOR","720.00","LINE 000BBM VOIDED.  (STYLE 9604002LT)","No collection Info","000160","02/10/2014","NET 30","820279","","Shipped","LO0001","955043610082","Open","101667","  .00%",".00","720.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001447","","101667","G375","","02/10/14","GCTN-GREAT CENT","    24","     4","180174","288.00","    .00","432.00","000036","","Voided Line 000BBM Voided Line 000BBK Vo","PA","0020","0082",
"243","LORD AND TAYLOR","1,255.50","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101668","  .00%",".00","1,255.50","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001447","","101668","G374","","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0020","0082",
"244","LORD AND TAYLOR","297.00","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101669","  .00%",".00","297.00","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001454","","101669","G374","","02/07/14","GCTN-GREAT CENT","     9","     1","180182","297.00","    .00",".00","000034","","","PA","0028","0082",
"245","LORD AND TAYLOR","627.75","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101670","  .00%",".00","627.75","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001457","","101670","G374","","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0031","0082",
"246","LORD AND TAYLOR","273.60","","No collection Info","000160","02/10/2014","NET 30","422864","","Shipped","LO0001","954987540082","Open","101671","  .00%",".00","273.60","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001462","","101671","G375","","02/10/14","GCTN-GREAT CENT","    18","     3","180174","273.60","    .00",".00","000036","","","PA","0038","0082",
"247","LORD AND TAYLOR","182.40","","No collection Info","000160","02/10/2014","NET 30","422864","","Shipped","LO0001","954987540082","Open","101672","  .00%",".00","182.40","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001476","","101672","G375","","02/10/14","GCTN-GREAT CENT","    12","     2","180174","182.40","    .00",".00","000036","","","PA","0052","0082",
"248","LORD AND TAYLOR","330.75","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101673","  .00%",".00","330.75","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001476","","101673","G374","","02/07/14","GCTN-GREAT CENT","     9","     1","180182","330.75","    .00",".00","000034","","","PA","0052","0082",
"249","LORD AND TAYLOR","627.75","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101674","  .00%",".00","627.75","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001478","","101674","G374","","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0054","0082",
"250","LORD AND TAYLOR","273.60","","No collection Info","000160","02/10/2014","NET 30","422864","","Shipped","LO0001","954987540082","Open","101675","  .00%",".00","273.60","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001479","","101675","G375","","02/10/14","GCTN-GREAT CENT","    18","     3","180174","273.60","    .00",".00","000036","","","PA","0055","0082",
"251","LORD AND TAYLOR","720.00","LINE 000BBS VOIDED.  (STYLE 9604002LT)","No collection Info","000160","02/10/2014","NET 30","820279","","Shipped","LO0001","955043610082","Open","101676","  .00%",".00","720.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001479","","101676","G375","","02/10/14","GCTN-GREAT CENT","    24","     4","180174","288.00","    .00","432.00","000036","","Voided Line 000BBS Voided Line 000BBQ Vo","PA","0055","0082",
"252","LORD AND TAYLOR","627.75","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101677","  .00%",".00","627.75","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001479","","101677","G374","","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0055","0082",
"253","LORD AND TAYLOR","627.75","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101678","  .00%",".00","627.75","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001480","","101678","G374","","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0056","0082",
"254","LORD AND TAYLOR","273.60","","No collection Info","000160","02/10/2014","NET 30","422864","","Shipped","LO0001","954987540082","Open","101679","  .00%",".00","273.60","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001482","","101679","G375","","02/10/14","GCTN-GREAT CENT","    18","     3","180174","273.60","    .00",".00","000036","","","PA","0058","0082",
"255","LORD AND TAYLOR","627.75","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955079350082","Open","101680","  .00%",".00","627.75","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001482","","101680","G374","","02/07/14","GCTN-GREAT CENT","    18","     2","180182","627.75","    .00",".00","000034","","","PA","0058","0082",
"256","LORD AND TAYLOR","182.40","","No collection Info","000160","02/10/2014","NET 30","422864","","Shipped","LO0001","954987540082","Open","101681","  .00%",".00","182.40","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001487","","101681","G375","","02/10/14","GCTN-GREAT CENT","    12","     2","180174","182.40","    .00",".00","000036","","","PA","0064","0082",
"257","LORD AND TAYLOR","364.80","","No collection Info","000160","02/10/2014","NET 30","422864","","Shipped","LO0001","954988380082","Open","101682","  .00%",".00","364.80","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001528","","101682","G375","","02/10/14","GCTN-GREAT CENT","    24","     4","180174","364.80","    .00",".00","000036","","","PA","0199","0082",
"258","LORD AND TAYLOR","1,255.50","","No collection Info","000160","02/07/2014","NET 30","376673","","Shipped","LO0001","955087760082","Open","101684","  .00%",".00","1,255.50","03/09/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","01/14","","","","","","W","02/11/2014","","001528","","101684","G374","","02/07/14","GCTN-GREAT CENT","    36","     4","180182","1,255.50","    .00",".00","000034","","","PA","0199","0082",
